client_id,age,sexe,pays_residence,nationalite,secteur_activite,type_compte,revenu_annuel,solde_moyen,anciennete_compte,est_ppe,pays_risque,profil_risque,score_risque_reel,date_ouverture,nb_comptes_lies,litige_anterieur,kyc_valide
97A5A869E8DB,60,F,Pays-Bas,Australie,Transport,Professionnel,29173,0,14,False,False,vigilance,1,2012-04-05,1,False,True
8B8142C25C64,57,M,Inde,Australie,Finance,Professionnel,84778,51174,15,False,False,normal,0,2011-04-06,0,False,True
11D219303E76,73,M,Suède,Tunisie,Conseil,Courant,52526,28363,27,False,False,normal,0,1999-04-09,3,False,True
21E831C5E52B,51,F,Égypte,Suède,Arts,Courant,27447,22164,9,False,False,normal,0,2017-04-04,5,False,True
9EE2B9BFB9F8,68,M,Australie,Inde,Indépendant,Courant,32392,27320,20,True,False,normal,0,2006-04-07,0,False,False
2A1816717E44,19,F,Pays-Bas,Japon,Industrie,Joint,26423,14315,28,False,False,vigilance,1,1998-04-09,2,False,True
0EDBCB3CE5A1,29,M,Royaume-Uni,Allemagne,Commerce,Épargne,39214,15251,17,False,False,vigilance,1,2009-04-06,2,False,True
CD6530808A3D,40,F,Turquie,Allemagne,Sans emploi,Professionnel,13130,14945,10,False,False,normal,0,2016-04-04,2,False,True
0712CD39AE11,32,M,Suisse,Royaume-Uni,Finance,Joint,78007,41480,11,False,False,vigilance,1,2015-04-05,5,False,True
F0B4D84266AC,45,F,Suède,Inde,Industrie,Épargne,46347,4661,30,False,False,vigilance,1,1996-04-09,2,False,False
B65AED724CC0,63,F,Soudan,Égypte,Défense,Épargne,38526,53659,17,False,True,suspect,2,2009-04-06,1,False,True
72BD3A363E60,78,F,Égypte,Suède,Indépendant,Courant,33899,21286,4,False,False,normal,0,2022-04-03,0,False,True
422541F97044,27,M,Suisse,Canada,Arts,Courant,35337,47997,7,False,False,vigilance,1,2019-04-04,1,False,True
77F17AAD55B9,32,M,Japon,Vietnam,Sans emploi,Épargne,7959,3801,1,False,False,normal,0,2025-04-02,2,False,True
F97A1B257B0C,26,M,Libye,Yémen,Finance,Courant,89588,55111,7,False,True,suspect,2,2019-04-04,0,False,True
877A9258B7E3,51,F,Turquie,France,Technologie,Joint,54313,43136,6,False,False,ppe,2,2020-04-03,3,False,True
C64B1CC81C91,43,M,Russie,Libye,Retraité,Joint,23575,15370,24,False,True,suspect,2,2002-04-08,0,False,False
ECF7A599081F,43,F,Égypte,Colombie,Indépendant,Courant,26848,17666,2,False,False,normal,0,2024-04-02,1,False,True
CE1D61FE2294,45,M,Canada,Inde,Industrie,Joint,39252,34996,20,False,False,normal,0,2006-04-07,4,False,True
A94B1AB9DD72,43,M,Afghanistan,Myanmar,Transport,Épargne,34248,33531,11,False,True,suspect,2,2015-04-05,1,True,True
ED37804295DA,50,M,Allemagne,Tunisie,Indépendant,Joint,31971,27404,24,True,False,ppe,2,2002-04-08,4,False,False
842AF0BFF30C,30,M,Afghanistan,Russie,Transport,Professionnel,27556,12417,18,True,True,fraudeur,3,2008-04-06,1,False,True
EADB732A930D,63,F,Myanmar,Russie,Santé,Joint,37385,16972,14,False,True,suspect,2,2012-04-05,3,True,False
E5BFA1EA8BBE,49,F,Iran,Mexique,Industrie,Courant,38625,13778,1,True,True,fraudeur,3,2025-04-02,7,False,True
D650F6817B30,59,M,Vietnam,Mexique,Technologie,Professionnel,54625,15823,20,True,False,ppe,2,2006-04-07,0,False,True
F836FC57F1D7,20,F,Turquie,Tunisie,Finance,Courant,99376,19757,28,True,False,normal,0,1998-04-09,3,False,True
AF9F0941D5E2,64,M,France,Suisse,Retraité,Professionnel,29211,24513,26,False,False,ppe,2,2000-04-08,0,False,True
4ED6233C9F20,66,M,Royaume-Uni,Maroc,Transport,Joint,32467,29611,27,False,False,vigilance,1,1999-04-09,4,False,True
0326479136D5,57,M,Australie,Vietnam,Santé,Professionnel,53771,42387,4,False,False,vigilance,1,2022-04-03,3,False,True
9EABBFF436D6,64,F,Japon,Vietnam,Retraité,Épargne,19652,10582,16,False,False,ppe,2,2010-04-06,2,False,True
FC856A901EA3,58,F,Inde,Brésil,Arts,Courant,43209,29905,4,False,False,normal,0,2022-04-03,5,False,True
528DE7594930,34,F,Maroc,Colombie,Arts,Professionnel,34528,24798,3,False,False,normal,0,2023-04-03,1,False,True
534F52AD45D0,71,F,France,Vietnam,Finance,Joint,63241,75979,7,False,False,vigilance,1,2019-04-04,3,False,True
0D43A0C51394,39,M,Libye,Turquie,Éducation,Professionnel,50090,35235,26,False,True,suspect,2,2000-04-08,2,False,False
34A2B62E2306,69,M,Tunisie,Suède,Défense,Professionnel,38672,9596,29,False,False,normal,0,1997-04-09,2,False,True
314815E96482,29,F,Mexique,Allemagne,Retraité,Professionnel,21429,24485,4,False,False,normal,0,2022-04-03,0,False,True
EFABFE061905,34,M,Myanmar,Maroc,Finance,Courant,74426,74907,4,True,True,fraudeur,3,2022-04-03,6,True,False
38752853C6BB,39,F,Australie,Tunisie,Défense,Épargne,40636,35951,16,False,False,vigilance,1,2010-04-06,1,False,True
7F21D12F3BC8,26,M,Myanmar,Iran,Éducation,Courant,24190,3555,13,True,True,fraudeur,3,2013-04-05,1,False,True
82214CDE66A1,24,F,Allemagne,France,Agriculture,Professionnel,30640,22860,25,False,False,vigilance,1,2001-04-08,1,False,True
3DC9E844C60A,60,M,Inde,Suisse,Technologie,Courant,60362,62984,9,True,False,vigilance,1,2017-04-04,1,False,True
C28EB63C4F06,35,M,Tunisie,Canada,Finance,Courant,83915,67235,23,False,False,vigilance,1,2003-04-08,1,False,True
2D4B8A35ADA5,24,F,Allemagne,Mexique,Transport,Épargne,33870,17482,2,False,False,normal,0,2024-04-02,1,False,True
C624CC26B80E,37,M,Turquie,Inde,Immobilier,Épargne,68125,37335,27,False,False,vigilance,1,1999-04-09,3,False,True
0F9F81856080,48,F,Inde,Turquie,Commerce,Joint,26289,19637,8,False,False,normal,0,2018-04-04,3,False,True
AAFAFB3EA6D2,19,F,Vietnam,Vietnam,Technologie,Joint,49743,46460,16,False,False,normal,0,2010-04-06,3,False,True
CB70E7837673,70,F,Mexique,Égypte,Indépendant,Courant,36549,32003,26,False,False,vigilance,1,2000-04-08,1,False,True
428C98DFEE14,60,M,Colombie,Pays-Bas,Transport,Joint,40903,41875,3,True,False,ppe,2,2023-04-03,3,False,True
BB8554063CF1,65,F,Royaume-Uni,Pays-Bas,Défense,Joint,40907,47287,23,False,False,normal,0,2003-04-08,1,False,True
C08DB7BC62D9,61,F,Pays-Bas,Vietnam,Conseil,Courant,58687,24707,20,False,False,vigilance,1,2006-04-07,0,False,False
8FD15709F817,49,F,Maroc,Inde,Sans emploi,Joint,10026,12516,5,True,False,ppe,2,2021-04-03,0,False,True
EBFC12225163,55,M,Syrie,Afghanistan,Défense,Joint,41988,33848,14,True,True,fraudeur,3,2012-04-05,2,False,True
BDCF441D6155,25,M,Colombie,Mexique,Indépendant,Courant,48930,22172,18,True,False,fraudeur,3,2008-04-06,2,True,True
F0E2AC185EDD,45,M,Mexique,Vietnam,Agriculture,Épargne,34372,20785,7,False,False,vigilance,1,2019-04-04,3,False,False
0FEB89F566EA,26,M,Suède,Suède,Santé,Joint,47737,52626,3,False,False,normal,0,2023-04-03,1,False,True
5770EEBEFB6E,75,F,Mexique,Venezuela,Arts,Joint,27632,44008,23,False,False,suspect,2,2003-04-08,3,False,True
07646C48C31A,54,F,France,Brésil,Éducation,Professionnel,39760,18823,28,True,True,normal,0,1998-04-09,5,False,True
BD9E58F31B83,27,F,Royaume-Uni,Inde,Indépendant,Courant,43707,29988,24,False,False,vigilance,1,2002-04-08,1,False,True
FEF99BA81E79,66,F,France,Égypte,Sans emploi,Professionnel,12979,9734,18,True,True,ppe,2,2008-04-06,2,False,False
94D7F5B1A342,44,F,Tunisie,Canada,Immobilier,Courant,51613,16088,26,False,False,vigilance,1,2000-04-08,1,False,True
CA48210E5C52,55,F,Vietnam,France,Finance,Professionnel,59107,81625,19,False,False,normal,0,2007-04-07,2,False,True
38FD3ED3189C,35,M,Suisse,Canada,Conseil,Épargne,50923,83591,9,False,False,normal,0,2017-04-04,2,False,True
D73909F75E63,69,F,Canada,Royaume-Uni,Agriculture,Épargne,20677,23306,28,False,False,normal,0,1998-04-09,0,False,True
F72C61A608C8,33,M,Mexique,Australie,Sans emploi,Professionnel,15059,16926,15,True,False,vigilance,1,2011-04-06,2,False,True
07348864112B,37,M,Vietnam,Mexique,Éducation,Joint,29515,31148,24,False,False,vigilance,1,2002-04-08,2,False,True
CFE76174033A,46,M,Yémen,Corée du Nord,Immobilier,Professionnel,37771,32014,17,False,True,fraudeur,3,2009-04-06,1,False,False
0DCFD2F93947,35,F,Soudan,Yémen,Arts,Épargne,19458,6741,4,False,True,suspect,2,2022-04-03,0,False,True
A785C1DB93CB,38,M,Canada,Royaume-Uni,Agriculture,Courant,28628,11515,1,False,False,normal,0,2025-04-02,2,False,True
E6C17B703F1D,46,M,Mexique,Japon,Santé,Épargne,49226,39676,20,False,False,ppe,2,2006-04-07,3,False,True
E9C1BC52E919,60,M,Corée du Nord,Brésil,Arts,Épargne,33900,17309,29,False,True,suspect,2,1997-04-09,3,False,False
3CAD2AE7642B,53,F,Australie,Mexique,Arts,Courant,26668,23385,14,True,True,ppe,2,2012-04-05,1,False,False
87B46EA46A6D,29,M,Suisse,Mexique,Éducation,Épargne,43062,21664,3,False,False,normal,0,2023-04-03,2,False,True
644ED508E7E5,59,M,Tunisie,Maroc,Indépendant,Professionnel,43383,35589,9,True,True,ppe,2,2017-04-04,1,False,True
7739A6253447,60,F,Allemagne,Mexique,Transport,Courant,36213,32504,9,False,False,normal,0,2017-04-04,2,False,True
7D3A33765858,68,M,Maroc,Soudan,Technologie,Joint,55250,40230,18,False,False,suspect,2,2008-04-06,1,False,True
6928B7A2765E,58,F,Allemagne,Royaume-Uni,Sans emploi,Joint,16011,12119,3,False,False,normal,0,2023-04-03,1,False,True
FF826503CDFF,34,F,Venezuela,Libye,Indépendant,Joint,46511,38169,13,True,True,fraudeur,3,2013-04-05,1,True,True
F97770537CDF,60,F,Égypte,Vietnam,Transport,Joint,30365,17031,3,False,True,ppe,2,2023-04-03,0,False,True
5DB26ADC3567,51,F,Inde,Japon,Arts,Épargne,35177,35988,21,True,False,ppe,2,2005-04-07,1,True,False
41002E132F03,48,M,France,Japon,Défense,Épargne,52782,66297,30,True,False,vigilance,1,1996-04-09,2,False,False
FA0121FB4C17,71,M,Canada,Vietnam,Retraité,Épargne,27064,19088,3,True,False,normal,0,2023-04-03,1,False,True
01CDAE2214F9,48,M,Inde,Brésil,Sans emploi,Épargne,12792,13405,19,True,False,ppe,2,2007-04-07,0,False,True
5EB8AFAE096B,28,M,Brésil,Inde,Indépendant,Épargne,34984,57227,12,False,True,normal,0,2014-04-05,0,False,True
5255032DFE66,45,M,Royaume-Uni,Maroc,Défense,Courant,48363,49999,16,True,False,ppe,2,2010-04-06,1,False,True
9BBF8E861BDB,26,F,Libye,Libye,Commerce,Joint,33972,30229,5,False,True,suspect,2,2021-04-03,2,True,False
CE8044DE323A,57,F,Vietnam,Brésil,Technologie,Courant,33457,47287,21,False,False,vigilance,1,2005-04-07,0,False,False
46904EF46AFD,62,M,Canada,Mexique,Agriculture,Épargne,28795,8844,8,True,False,ppe,2,2018-04-04,1,False,False
E98E00DDF30B,60,F,Canada,Maroc,Défense,Épargne,52299,49602,2,False,False,vigilance,1,2024-04-02,2,False,True
113AC85F81BF,77,M,Allemagne,Vietnam,Agriculture,Courant,20411,20102,6,True,False,normal,0,2020-04-03,2,False,True
359C205739E2,32,M,Tunisie,Pays-Bas,Arts,Épargne,28911,23607,4,False,False,vigilance,1,2022-04-03,1,False,True
98E33B4D9A77,21,M,Vietnam,Inde,Défense,Épargne,48256,49647,14,False,False,vigilance,1,2012-04-05,2,False,True
16E9B0D08256,29,M,Myanmar,Syrie,Santé,Courant,68043,49238,23,False,True,fraudeur,3,2003-04-08,3,False,True
B8298CE7AA6B,56,M,Maroc,Égypte,Finance,Épargne,84293,79424,26,False,False,normal,0,2000-04-08,1,False,False
CE4E88252D0A,35,M,Inde,Japon,Santé,Professionnel,37495,39062,24,False,False,vigilance,1,2002-04-08,3,False,False
7E53ECF31F94,38,M,Inde,Yémen,Santé,Joint,45632,35298,2,True,False,fraudeur,3,2024-04-02,3,False,False
D7574AA403CA,66,M,Égypte,Suède,Santé,Professionnel,57441,41788,23,False,False,normal,0,2003-04-08,1,False,True
E686907FEEC6,72,M,Inde,Inde,Retraité,Joint,20883,27743,24,False,False,normal,0,2002-04-08,4,False,True
BDCAD5CD9322,63,M,Inde,Mexique,Sans emploi,Professionnel,14860,8367,1,False,False,vigilance,1,2025-04-02,1,False,True
F4887F04CB05,51,F,Colombie,Allemagne,Arts,Courant,35720,10789,22,True,False,ppe,2,2004-04-07,1,False,True
D0379734EC08,57,M,Inde,Égypte,Santé,Courant,34737,28242,12,False,False,vigilance,1,2014-04-05,0,False,True
48671E2D133D,65,M,Vietnam,Tunisie,Arts,Professionnel,25720,27636,19,False,False,vigilance,1,2007-04-07,3,False,True
92FFADF2C8EF,49,F,Inde,Égypte,Agriculture,Professionnel,39703,33419,17,False,False,vigilance,1,2009-04-06,1,False,True
A458B145F53A,31,M,Brésil,Corée du Nord,Défense,Épargne,46184,53973,29,True,False,fraudeur,3,1997-04-09,4,True,True
2D0A81ECCD32,72,M,Vietnam,Mexique,Commerce,Épargne,33814,13170,17,True,False,ppe,2,2009-04-06,2,False,True
2E992BB8234C,73,F,France,Brésil,Arts,Professionnel,13416,11800,8,False,False,normal,0,2018-04-04,3,False,True
E929F668C341,46,M,Égypte,Maroc,Éducation,Épargne,40897,52225,10,False,False,vigilance,1,2016-04-04,0,False,True
2B60D6135EB4,36,M,Corée du Nord,Russie,Éducation,Professionnel,36788,44918,6,False,True,suspect,2,2020-04-03,1,True,False
AFEAE349C4A1,30,F,Maroc,Afghanistan,Commerce,Joint,43245,0,4,True,False,fraudeur,3,2022-04-03,2,False,True
36683192DE8F,27,M,Turquie,Égypte,Immobilier,Professionnel,45387,16596,15,False,True,normal,0,2011-04-06,1,False,True
43644A066FE5,29,F,Vietnam,Venezuela,Santé,Professionnel,56793,19337,24,True,False,fraudeur,3,2002-04-08,4,False,False
819EF932B29D,69,F,Suède,Pays-Bas,Retraité,Joint,28145,29041,24,False,False,vigilance,1,2002-04-08,1,False,True
559E2EF21703,46,M,Japon,Australie,Immobilier,Épargne,74932,8389,3,False,False,vigilance,1,2023-04-03,1,False,True
9566B3F57749,79,M,Venezuela,Libye,Technologie,Courant,81625,77808,17,False,True,suspect,2,2009-04-06,1,False,True
83B41400DF87,41,F,Soudan,Soudan,Santé,Joint,55684,46892,10,False,True,suspect,2,2016-04-04,0,True,False
75B8B8235749,69,F,Brésil,Brésil,Éducation,Épargne,40683,8086,10,False,False,vigilance,1,2016-04-04,2,False,True
987A599300F7,35,F,Libye,Corée du Nord,Technologie,Joint,60399,25218,30,True,True,fraudeur,3,1996-04-09,8,True,True
A76ECB0E670E,30,F,Suède,Égypte,Finance,Joint,73657,71346,27,True,False,vigilance,1,1999-04-09,2,False,True
298183376763,32,M,Inde,Suisse,Santé,Professionnel,37008,11513,26,False,False,vigilance,1,2000-04-08,6,False,True
20A52315F274,49,M,Yémen,Iran,Défense,Professionnel,37519,24205,23,False,True,suspect,2,2003-04-08,3,False,False
138A01AA75EF,54,F,Vietnam,Pays-Bas,Transport,Professionnel,24374,16018,28,False,False,vigilance,1,1998-04-09,4,False,True
2A9F2AD03434,47,F,Tunisie,Canada,Défense,Courant,65464,53416,23,False,False,normal,0,2003-04-08,1,False,True
E715FB6290E9,58,M,Colombie,Canada,Défense,Courant,50338,68193,3,False,False,normal,0,2023-04-03,1,False,True
49DFCC581BB2,35,M,Tunisie,Libye,Sans emploi,Professionnel,9318,3682,23,False,True,suspect,2,2003-04-08,3,False,True
20AE4B478C48,76,M,Tunisie,Suède,Défense,Épargne,58671,92341,6,False,False,vigilance,1,2020-04-03,2,False,True
83F9F2927DE8,47,F,Turquie,Yémen,Agriculture,Courant,27784,23820,23,True,False,fraudeur,3,2003-04-08,3,True,True
990DF9A20D03,59,F,Tunisie,Turquie,Défense,Professionnel,33385,41566,20,True,False,ppe,2,2006-04-07,2,False,False
824030648313,37,M,Japon,Brésil,Finance,Courant,55852,65502,7,True,False,normal,0,2019-04-04,2,False,True
86B8A56BE5E5,55,F,Colombie,Allemagne,Santé,Courant,48441,28128,16,False,True,normal,0,2010-04-06,4,False,True
61BFB65EB124,51,M,Colombie,Tunisie,Finance,Professionnel,84764,51035,22,False,False,ppe,2,2004-04-07,0,False,True
F63D4AF064CA,63,M,Mexique,Colombie,Technologie,Épargne,48434,20203,4,False,False,ppe,2,2022-04-03,2,False,True
9863B2FC75DA,74,F,Australie,France,Agriculture,Épargne,22030,18306,28,True,False,ppe,2,1998-04-09,1,False,True
83C77BD97F4E,50,F,Australie,Pays-Bas,Commerce,Joint,49503,27457,14,False,False,vigilance,1,2012-04-05,2,False,True
1538F31979C6,23,F,Allemagne,Maroc,Immobilier,Joint,40640,21945,16,False,False,vigilance,1,2010-04-06,1,False,True
405EF96EC0D6,72,F,Maroc,Turquie,Transport,Épargne,28546,11373,7,True,False,vigilance,1,2019-04-04,3,False,True
4F9ED104A550,25,M,Royaume-Uni,Canada,Finance,Courant,57893,40023,13,False,False,vigilance,1,2013-04-05,3,False,False
C7DCCF7D24DF,71,F,Japon,Suisse,Transport,Joint,40679,13859,24,False,False,vigilance,1,2002-04-08,2,False,False
A944215AADF4,67,F,Suède,Vietnam,Éducation,Joint,40720,7549,4,False,False,vigilance,1,2022-04-03,2,True,True
767CE3886962,19,F,Libye,Corée du Nord,Finance,Courant,72169,67567,13,False,True,suspect,2,2013-04-05,1,False,True
2A81867D883E,30,F,Inde,Colombie,Industrie,Professionnel,48378,61335,22,False,False,vigilance,1,2004-04-07,1,False,True
892B9B02CD92,74,F,Égypte,Soudan,Défense,Joint,33301,33490,4,False,True,suspect,2,2022-04-03,3,True,False
D8D5F44BF03D,28,F,Brésil,Russie,Éducation,Joint,40065,15710,14,False,False,suspect,2,2012-04-05,1,False,False
2AD706397C62,48,M,Vietnam,Mexique,Agriculture,Professionnel,29858,21804,28,False,False,vigilance,1,1998-04-09,0,False,True
6D064E92B0D4,25,F,Soudan,Soudan,Retraité,Courant,25519,22351,2,True,True,fraudeur,3,2024-04-02,4,False,True
D93A8E061033,44,M,Turquie,Japon,Immobilier,Épargne,78295,105900,2,False,False,vigilance,1,2024-04-02,1,False,True
65FD72E7C600,28,M,Tunisie,Inde,Santé,Joint,44970,40715,18,False,False,normal,0,2008-04-06,2,False,True
0111963D16BB,42,M,Tunisie,Vietnam,Retraité,Courant,20646,9327,13,False,False,vigilance,1,2013-04-05,1,False,False
3A35CC81F740,54,F,Turquie,Égypte,Immobilier,Courant,77778,52864,14,True,False,ppe,2,2012-04-05,2,False,True
D2A9170A75B9,32,M,Yémen,Afghanistan,Retraité,Professionnel,26398,26102,24,True,True,fraudeur,3,2002-04-08,6,False,False
168837964C08,59,F,Royaume-Uni,Brésil,Conseil,Professionnel,52964,29245,10,False,False,normal,0,2016-04-04,3,False,True
0C05A14C7338,19,M,Myanmar,Afghanistan,Sans emploi,Épargne,13944,9651,23,False,True,suspect,2,2003-04-08,3,False,False
66100BE54AD0,69,M,Égypte,Colombie,Retraité,Épargne,27987,11000,28,False,False,normal,0,1998-04-09,2,False,True
BFF0D016A36C,44,M,Brésil,Brésil,Immobilier,Professionnel,51625,59050,28,False,False,normal,0,1998-04-09,1,False,True
5A1E3CB2CB38,27,F,Pays-Bas,Inde,Commerce,Joint,38192,1227,1,False,False,vigilance,1,2025-04-02,0,False,True
6450B4AD6E15,19,M,Suède,Allemagne,Industrie,Joint,46345,36769,26,False,True,normal,0,2000-04-08,0,False,True
6CDE04E21999,75,M,Royaume-Uni,Mexique,Transport,Épargne,31548,43455,29,False,False,normal,0,1997-04-09,2,False,True
9E111B38E26A,69,F,Colombie,Canada,Défense,Épargne,53209,20456,17,True,False,ppe,2,2009-04-06,3,False,False
5A66F126435E,68,M,Pays-Bas,Tunisie,Commerce,Épargne,30340,10715,30,True,False,ppe,2,1996-04-09,1,False,False
3470643CEBF8,41,F,Égypte,Vietnam,Indépendant,Épargne,23983,24297,4,False,False,normal,0,2022-04-03,3,False,True
CF75FE688C4F,45,M,Suède,Suède,Sans emploi,Courant,9250,2355,29,True,False,ppe,2,1997-04-09,3,False,True
148494ED09DE,75,M,Turquie,Inde,Arts,Joint,33963,0,22,True,False,normal,0,2004-04-07,1,False,False
E9B2BEBB7C18,37,F,Japon,Tunisie,Commerce,Joint,41174,46888,28,False,False,normal,0,1998-04-09,4,False,True
2B01F9FFA254,77,M,Brésil,Canada,Conseil,Professionnel,60209,25856,11,False,False,vigilance,1,2015-04-05,1,False,False
3D4A0BF864BA,45,M,Vietnam,Égypte,Arts,Épargne,25662,17500,2,True,False,ppe,2,2024-04-02,0,False,True
8BFF62771961,51,M,Japon,Brésil,Indépendant,Professionnel,42941,64319,25,False,False,normal,0,2001-04-08,0,False,True
448038A56DAB,69,F,Tunisie,Turquie,Industrie,Épargne,34323,10180,7,False,False,vigilance,1,2019-04-04,0,False,True
ACAF03C0CAC9,77,M,France,Royaume-Uni,Agriculture,Joint,30634,5793,21,False,False,normal,0,2005-04-07,1,False,True
E156495E1895,27,M,Suisse,France,Technologie,Joint,58246,32782,12,False,False,vigilance,1,2014-04-05,1,False,True
71C19278D460,30,F,Australie,Vietnam,Conseil,Joint,56238,55001,27,False,False,normal,0,1999-04-09,2,False,False
BD93D63DA2F5,44,M,Australie,Maroc,Finance,Professionnel,89322,85378,14,False,False,normal,0,2012-04-05,1,False,True
3B9A822D4FBC,60,F,Tunisie,France,Finance,Joint,30735,24629,28,True,False,ppe,2,1998-04-09,3,False,True
9E72BCE8AB92,77,M,Tunisie,France,Commerce,Professionnel,30966,27936,16,False,False,normal,0,2010-04-06,1,False,True
9B672D742395,20,M,Égypte,Colombie,Retraité,Joint,19220,20381,6,False,False,normal,0,2020-04-03,2,False,True
E75FF285FFBB,34,M,Suède,Vietnam,Technologie,Professionnel,27782,25110,11,False,False,vigilance,1,2015-04-05,0,False,False
D042816AD360,53,M,Royaume-Uni,Brésil,Agriculture,Joint,45724,16241,11,True,False,ppe,2,2015-04-05,2,False,True
A222E3F82ECD,27,M,Iran,Libye,Santé,Épargne,62444,53252,8,False,True,suspect,2,2018-04-04,3,False,False
075AC34922BD,36,F,Iran,Libye,Indépendant,Épargne,39993,54872,18,True,True,fraudeur,3,2008-04-06,4,True,False
FA7741D0F05A,65,M,Canada,France,Agriculture,Épargne,37424,23093,27,False,True,normal,0,1999-04-09,2,False,True
00688F117676,61,F,Iran,Afghanistan,Sans emploi,Courant,11338,13336,4,False,True,suspect,2,2022-04-03,2,True,True
BC6664BE098D,47,M,Venezuela,Soudan,Sans emploi,Courant,10543,9325,9,False,True,suspect,2,2017-04-04,2,False,True
D5DBEADC2AB7,75,M,Allemagne,Canada,Arts,Professionnel,21963,11519,19,True,True,ppe,2,2007-04-07,1,True,False
7D1BC30969C4,34,M,Mexique,France,Finance,Épargne,62571,34599,8,False,False,vigilance,1,2018-04-04,3,False,True
98BD2A6C1DFB,60,M,Tunisie,Brésil,Arts,Courant,26829,44108,14,True,False,ppe,2,2012-04-05,0,False,False
FC1F38BF99AB,23,M,Brésil,Brésil,Arts,Joint,31353,33464,14,False,False,vigilance,1,2012-04-05,1,False,True
A00F3286B039,74,M,Allemagne,Mexique,Éducation,Joint,39292,54314,17,True,False,ppe,2,2009-04-06,4,False,False
D124BC287DC1,52,M,Brésil,Colombie,Agriculture,Courant,36445,51404,14,True,False,ppe,2,2012-04-05,1,False,True
E22E4CA696FF,56,M,Pays-Bas,Tunisie,Industrie,Joint,41206,31021,19,True,False,ppe,2,2007-04-07,6,False,True
7EE161D91885,55,F,Syrie,Venezuela,Indépendant,Professionnel,33326,31965,15,False,True,suspect,2,2011-04-06,2,False,False
AF3C5EE634E1,65,M,Royaume-Uni,Brésil,Retraité,Courant,20974,8322,9,True,False,normal,0,2017-04-04,1,False,True
7D9825262A95,75,F,Canada,Égypte,Indépendant,Professionnel,49145,36234,20,True,False,ppe,2,2006-04-07,1,False,False
BEEAAEC02EF3,18,M,Suède,France,Commerce,Épargne,39689,24141,4,False,False,normal,0,2022-04-03,3,False,True
D5853B76B1B7,23,M,Afghanistan,Libye,Industrie,Courant,47412,17095,25,False,True,suspect,2,2001-04-08,2,False,False
14FCEE82DA08,48,M,Vietnam,Australie,Santé,Professionnel,38244,16902,28,False,False,vigilance,1,1998-04-09,1,True,True
6BA09508A9C2,58,F,Allemagne,Maroc,Conseil,Joint,60095,15212,16,True,False,ppe,2,2010-04-06,2,False,True
7441BDE56FCE,63,F,Libye,Afghanistan,Santé,Courant,57126,63056,17,False,True,suspect,2,2009-04-06,1,False,False
508340052739,46,M,Turquie,Maroc,Indépendant,Épargne,34024,46745,14,False,False,normal,0,2012-04-05,1,False,True
95F6ECC45487,72,F,Australie,Tunisie,Conseil,Professionnel,51340,51166,23,True,False,ppe,2,2003-04-08,1,False,False
3834271C3873,60,M,Brésil,Mexique,Arts,Courant,21082,26686,28,True,False,ppe,2,1998-04-09,6,False,True
8E6A5C22E418,78,M,Brésil,Égypte,Éducation,Courant,39378,7315,10,False,False,normal,0,2016-04-04,0,False,True
AE4AB54DF208,20,F,Colombie,Pays-Bas,Arts,Épargne,34503,16406,3,False,False,normal,0,2023-04-03,4,False,True
01EB48F7B5DA,67,M,Allemagne,Colombie,Défense,Courant,38239,26857,18,False,False,vigilance,1,2008-04-06,0,False,True
197979E275DA,24,M,Corée du Nord,Turquie,Arts,Courant,34802,19522,20,False,True,suspect,2,2006-04-07,2,True,True
B6540D4BE86C,28,F,Turquie,Pays-Bas,Indépendant,Épargne,47225,62883,10,False,False,normal,0,2016-04-04,1,False,True
40C36BD1E614,67,F,Brésil,Tunisie,Arts,Professionnel,30166,37297,1,False,False,vigilance,1,2025-04-02,4,False,True
4B9147E741FE,27,F,Japon,Japon,Arts,Épargne,37905,22862,25,False,False,vigilance,1,2001-04-08,1,False,True
EEFA591EDC18,41,M,Maroc,Russie,Santé,Courant,57036,49259,15,False,False,suspect,2,2011-04-06,3,False,True
9C1451B74698,60,M,Allemagne,Colombie,Défense,Professionnel,58737,59895,21,False,False,normal,0,2005-04-07,2,False,True
53579A3BCE37,56,M,Brésil,France,Santé,Joint,69541,41564,27,True,False,ppe,2,1999-04-09,3,False,True
0D1FEACEF5D1,74,F,Turquie,Australie,Arts,Professionnel,38990,31249,26,False,False,vigilance,1,2000-04-08,2,False,True
B7C2C59A7346,52,F,Libye,Libye,Industrie,Épargne,43232,16912,7,True,True,suspect,2,2019-04-04,1,False,True
7350C96B151C,64,M,Maroc,Turquie,Transport,Professionnel,32216,49225,17,False,False,normal,0,2009-04-06,2,True,True
4F591A0B880B,54,F,Maroc,Japon,Indépendant,Épargne,55054,62849,1,False,False,normal,0,2025-04-02,5,False,True
E0A057D8271B,61,F,Allemagne,Vietnam,Indépendant,Épargne,44027,14951,8,True,False,ppe,2,2018-04-04,2,True,False
BE264564D62D,21,F,Corée du Nord,Myanmar,Transport,Courant,22826,28422,29,False,True,suspect,2,1997-04-09,0,False,False
FF842F063A21,73,F,Mexique,Inde,Industrie,Joint,39408,24406,19,False,False,vigilance,1,2007-04-07,0,False,True
2F15DC0571B1,26,M,Inde,Australie,Indépendant,Joint,49825,45067,17,False,False,vigilance,1,2009-04-06,2,False,True
388065517D94,38,F,Afghanistan,Iran,Technologie,Épargne,67554,32309,4,True,True,fraudeur,3,2022-04-03,3,True,True
